地区,primary_2020,middle_2020,high_2020,primary_2024,middle_2024,high_2024,primary_2025,middle_2025,high_2025,primary_2026,middle_2026,high_2026,primary_2027,middle_2027,high_2027,primary_chg_2024,primary_chg_2025,primary_chg_2026,primary_chg_2027,middle_chg_2024,middle_chg_2025,middle_chg_2026,middle_chg_2027,high_chg_2024,high_chg_2025,high_chg_2026,high_chg_2027
松江区,75182.4,31832.2,36553.8,94663.5,34884.6,29471.4,96284.25,40297.8,29471.4,97905.0,45711.0,29471.4,94544.0,45711.0,34884.6,25.91,28.07,30.22,25.75,9.59,26.59,43.6,43.6,-19.38,-19.38,-19.38,-4.57
青浦区,40157.4,17736.4,20767.2,51504.7,18792.8,16221.0,53320.65,21364.6,16221.0,55136.6,23936.4,16221.0,53750.8,23936.4,18792.8,28.26,32.78,37.3,33.85,5.96,20.46,34.96,34.96,-21.89,-21.89,-21.89,-9.51
奉贤区,39198.6,19955.4,26988.6,47476.9,18545.8,16438.8,48455.55,20652.8,16438.8,49434.2,22759.8,16438.8,48127.6,22759.8,18545.8,21.12,23.62,26.11,22.78,-7.06,3.49,14.05,14.05,-39.09,-39.09,-39.09,-31.28
崇明区,17538.6,8726.0,9265.2,17783.6,8665.0,8456.4,17593.2,8873.6,8456.4,17402.8,9082.2,8456.4,16476.4,9082.2,8665.0,1.4,0.31,-0.77,-6.06,-0.7,1.69,4.08,4.08,-8.73,-8.73,-8.73,-6.48
玄武区,24681.6,13646.0,18186.0,25813.3,12019.2,11376.0,25414.35,12662.4,11376.0,25015.4,13305.6,11376.0,23292.2,13305.6,12019.2,4.59,2.97,1.35,-5.63,-11.92,-7.21,-2.49,-2.49,-37.45,-37.45,-37.45,-33.91
秦淮区,34386.0,15697.6,14265.6,34697.7,16933.2,16413.6,34074.15,17452.8,16413.6,33450.6,17972.4,16413.6,31273.8,17972.4,16933.2,0.91,-0.91,-2.72,-9.05,7.87,11.18,14.49,14.49,15.06,15.06,15.06,18.7
建邺区,28384.8,12112.0,11385.6,31366.8,13620.0,12475.2,31140.6,14764.8,12475.2,30914.4,15909.6,12475.2,29146.2,15909.6,13620.0,10.51,9.71,8.91,2.68,12.45,21.9,31.35,31.35,9.57,9.57,9.57,19.62
鼓楼区,51502.8,23460.4,21892.8,50596.3,25249.0,24244.2,48635.85,26253.8,24244.2,46675.4,27258.6,24244.2,42147.2,27258.6,25249.0,-1.76,-5.57,-9.37,-18.17,7.62,11.91,16.19,16.19,10.74,10.74,10.74,15.33
浦口区,57562.2,27032.6,35298.6,75344.3,26820.6,22899.6,78353.85,30741.6,22899.6,81363.4,34662.6,22899.6,80726.2,34662.6,26820.6,30.89,36.12,41.35,40.24,-0.78,13.72,28.23,28.23,-35.13,-35.13,-35.13,-24.02
栖霞区,41459.4,26840.0,45202.8,49337.9,19706.0,17658.6,50206.05,21753.4,17658.6,51074.2,23800.8,17658.6,49240.6,23800.8,19706.0,19.0,21.1,23.19,18.77,-26.58,-18.95,-11.32,-11.32,-60.93,-60.93,-60.93,-56.41
雨花台区,28091.4,12106.6,12617.4,34066.6,13314.2,11851.2,34859.7,14777.2,11851.2,35652.8,16240.2,11851.2,34944.4,16240.2,13314.2,21.27,24.09,26.92,24.4,9.97,22.06,34.14,34.14,-6.07,-6.07,-6.07,5.52
江宁区,90736.8,49745.8,75023.4,113699.4,42614.6,37107.0,116919.3,48122.2,37107.0,120139.2,53629.8,37107.0,118039.6,53629.8,42614.6,25.31,28.86,32.4,30.09,-14.34,-3.26,7.81,7.81,-50.54,-50.54,-50.54,-43.2
六合区,47619.0,20503.0,18161.4,53447.6,23097.6,21673.8,54226.2,24521.4,21673.8,55004.8,25945.2,21673.8,53370.4,25945.2,23097.6,12.24,13.88,15.51,12.08,12.65,19.6,26.54,26.54,19.34,19.34,19.34,27.18
溧水区,26368.2,12148.4,12501.6,29418.7,12780.0,11971.8,29731.65,13588.2,11971.8,30044.6,14396.4,11971.8,28989.8,14396.4,12780.0,11.57,12.76,13.94,9.94,5.2,11.85,18.5,18.5,-4.24,-4.24,-4.24,2.23
高淳区,23450.4,9900.2,7800.6,25320.7,11466.8,10950.0,25480.65,11983.6,10950.0,25640.6,12500.4,10950.0,24584.8,12500.4,11466.8,7.98,8.66,9.34,4.84,15.82,21.04,26.26,26.26,40.37,40.37,40.37,47.0
锡山区,47707.8,20338.0,18267.6,51930.8,23027.0,21373.2,51561.6,24680.8,21373.2,51192.4,26334.6,21373.2,48063.2,26334.6,23027.0,8.85,8.08,7.3,0.74,13.22,21.35,29.48,29.48,17.0,17.0,17.0,26.05
惠山区,51292.8,25413.0,29301.0,54582.9,24920.6,23469.0,54050.55,26372.2,23469.0,53518.2,27823.8,23469.0,50372.6,27823.8,24920.6,6.41,5.38,4.34,-1.79,-1.94,3.77,9.49,9.49,-19.9,-19.9,-19.9,-14.95
滨湖区,46098.0,22947.6,28552.8,51575.0,22081.0,20145.0,51409.5,24017.0,20145.0,51244.0,25953.0,20145.0,48209.0,25953.0,22081.0,11.88,11.52,11.16,4.58,-3.78,4.66,13.1,13.1,-29.45,-29.45,-29.45,-22.67
梁溪区,50397.6,20794.4,17862.0,54718.5,24219.4,22260.6,53940.75,26178.2,22260.6,53163.0,28137.0,22260.6,49837.0,28137.0,24219.4,8.57,7.03,5.49,-1.11,16.47,25.89,35.31,35.31,24.63,24.63,24.63,35.59
新吴区,39354.0,16301.2,15255.6,45060.0,18726.0,16824.0,45060.0,20628.0,16824.0,45060.0,22530.0,16824.0,43067.0,22530.0,18726.0,14.5,14.5,14.5,9.43,14.87,26.54,38.21,38.21,10.28,10.28,10.28,22.75
江阴市,92457.0,39029.8,33421.8,98993.6,44763.6,41833.8,97867.2,47693.4,41833.8,96740.8,50623.2,41833.8,90502.4,50623.2,44763.6,7.07,5.85,4.63,-2.11,14.69,22.2,29.7,29.7,25.17,25.17,25.17,33.94
宜兴市,62685.0,26635.0,23031.0,66076.0,30374.0,28437.0,64866.0,32311.0,28437.0,63656.0,34248.0,28437.0,58921.0,34248.0,30374.0,5.41,3.48,1.55,-6.0,14.04,21.31,28.58,28.58,23.47,23.47,23.47,31.88
鼓楼区,27838.8,11795.6,8918.4,29182.3,13691.0,13234.2,29168.85,14147.8,13234.2,29155.4,14604.6,13234.2,27781.2,14604.6,13691.0,4.83,4.78,4.73,-0.21,16.07,19.94,23.81,23.81,48.39,48.39,48.39,53.51
云龙区,36000.0,15298.4,14146.8,40295.4,17291.4,15874.2,40317.3,18708.6,15874.2,40339.2,20125.8,15874.2,38287.6,20125.8,17291.4,11.93,11.99,12.05,6.35,13.03,22.29,31.55,31.55,12.21,12.21,12.21,22.23
贾汪区,43922.4,19760.0,13108.8,38708.4,22336.0,23085.6,37225.8,21586.4,23085.6,35743.2,20836.8,23085.6,32458.6,20836.8,22336.0,-11.87,-15.25,-18.62,-26.1,13.04,9.24,5.45,5.45,76.11,76.11,76.11,70.39
泉山区,40726.2,19451.6,19041.6,41536.3,20127.6,19656.6,41234.85,20598.6,19656.6,40933.4,21069.6,19656.6,38799.2,21069.6,20127.6,1.99,1.25,0.51,-4.73,3.48,5.9,8.32,8.32,3.23,3.23,3.23,5.7
铜山区,122704.2,55529.0,38389.8,108626.8,62267.6,64098.6,104334.6,60436.6,64098.6,100042.4,58605.6,64098.6,90433.2,58605.6,62267.6,-11.47,-14.97,-18.47,-26.3,12.14,8.84,5.54,5.54,66.97,66.97,66.97,62.2
丰县,91900.8,39157.4,23103.0,83311.6,46361.8,47184.6,80251.2,45539.0,47184.6,77190.8,44716.2,47184.6,70320.4,44716.2,46361.8,-9.35,-12.68,-16.01,-23.48,18.4,16.3,14.2,14.2,104.24,104.24,104.24,100.67
沛县,108505.8,45462.0,22527.6,95804.8,55145.0,56929.2,92130.6,53360.8,56929.2,88456.4,51576.6,56929.2,80785.2,51576.6,55145.0,-11.71,-15.09,-18.48,-25.55,21.3,17.37,13.45,13.45,152.71,152.71,152.71,144.79
睢宁县,109800.0,44524.8,22894.8,100924.1,55046.6,55339.8,96925.95,54753.4,55339.8,92927.8,54460.2,55339.8,84172.4,54460.2,55046.6,-8.08,-11.72,-15.37,-23.34,23.63,22.97,22.31,22.31,141.71,141.71,141.71,140.43
徐州经济技术开发区,34565.4,16390.4,15218.4,34797.5,17180.6,16976.4,34607.25,17384.8,16976.4,34417.0,17589.0,16976.4,32380.0,17589.0,17180.6,0.67,0.12,-0.43,-6.32,4.82,6.07,7.31,7.31,11.55,11.55,11.55,12.89
新沂市,112600.8,50665.6,26452.8,90249.9,58457.6,62772.0,85546.05,54143.2,62772.0,80842.2,49828.8,62772.0,71945.6,49828.8,58457.6,-19.85,-24.03,-28.2,-36.11,15.38,6.86,-1.65,-1.65,137.3,137.3,137.3,120.99
邳州市,172944.0,81455.2,46068.0,132325.6,90697.6,99148.8,124693.2,82246.4,99148.8,117060.8,73795.2,99148.8,103833.4,73795.2,90697.6,-23.49,-27.9,-32.31,-39.96,11.35,0.97,-9.4,-9.4,115.22,115.22,115.22,96.88
天宁区,37007.4,16108.8,13914.0,38353.6,18071.2,17206.2,37729.2,18936.2,17206.2,37104.8,19801.2,17206.2,34207.4,19801.2,18071.2,3.64,1.95,0.26,-7.57,12.18,17.55,22.92,22.92,23.66,23.66,23.66,29.88
钟楼区,36766.8,17628.2,19251.0,38237.5,17861.2,16816.8,37406.25,18905.6,16816.8,36575.0,19950.0,16816.8,33866.0,19950.0,17861.2,4.0,1.74,-0.52,-7.89,1.32,7.25,13.17,13.17,-12.64,-12.64,-12.64,-7.22
新北区,53707.2,23449.0,22402.2,58633.9,25893.2,23972.4,58216.05,27814.0,23972.4,57798.2,29734.8,23972.4,54264.6,29734.8,25893.2,9.17,8.4,7.62,1.04,10.42,18.61,26.81,26.81,7.01,7.01,7.01,15.58
武进区,92544.0,44653.6,49782.0,97907.3,44877.8,42089.4,96406.35,47666.2,42089.4,94905.4,50454.6,42089.4,88507.2,50454.6,44877.8,5.8,4.17,2.55,-4.36,0.5,6.75,12.99,12.99,-15.45,-15.45,-15.45,-9.85
金坛区,26862.6,11748.6,9927.0,28032.1,13174.0,12659.4,27844.95,13688.6,12659.4,27657.8,14203.2,12659.4,26867.4,14203.2,13174.0,4.35,3.66,2.96,0.02,12.13,16.51,20.89,20.89,27.52,27.52,27.52,32.71
溧阳市,38589.6,17452.4,15770.4,40017.6,18961.0,18293.4,39730.2,19628.6,18293.4,39442.8,20296.2,18293.4,37833.4,20296.2,18961.0,3.7,2.96,2.21,-1.96,8.64,12.47,16.29,16.29,16.0,16.0,16.0,20.23
虎丘区,49150.2,23257.8,28721.4,55908.1,23225.4,20526.0,55237.95,25924.8,20526.0,54567.8,28624.2,20526.0,50770.4,28624.2,23225.4,13.75,12.39,11.02,3.3,-0.14,11.47,23.07,23.07,-28.53,-28.53,-28.53,-19.14
吴中区,69340.8,31575.4,36515.4,80959.2,32815.4,29105.4,81203.4,36525.4,29105.4,81447.6,40235.4,29105.4,78489.8,40235.4,32815.4,16.76,17.11,17.46,13.19,3.93,15.68,27.43,27.43,-20.29,-20.29,-20.29,-10.13
相城区,48624.0,19613.8,18065.4,56532.0,23004.0,20388.0,56562.0,25620.0,20388.0,56592.0,28236.0,20388.0,53998.0,28236.0,23004.0,16.26,16.33,16.39,11.05,17.28,30.62,43.96,43.96,12.86,12.86,12.86,27.34
姑苏区,47139.0,20988.4,19654.8,48853.4,22931.4,21655.2,47796.3,24207.6,21655.2,46739.2,25483.8,21655.2,43321.6,25483.8,22931.4,3.64,1.39,-0.85,-8.1,9.26,15.34,21.42,21.42,10.18,10.18,10.18,16.67
吴江区,79114.2,33670.6,33126.6,88669.8,37685.6,33942.6,87833.1,41428.6,33942.6,86996.4,45171.6,33942.6,81778.2,45171.6,37685.6,12.08,11.02,9.96,3.37,11.92,23.04,34.16,34.16,2.46,2.46,2.46,13.76
苏州工业园区,74187.0,29094.8,26494.8,83918.1,34860.6,30394.8,82084.95,39326.4,30394.8,80251.8,43792.2,30394.8,74069.4,43792.2,34860.6,13.12,10.65,8.18,-0.16,19.82,35.17,50.52,50.52,14.72,14.72,14.72,31.58
常熟市,76285.8,34331.2,35529.6,81830.9,36672.6,33732.0,80192.55,39613.2,33732.0,78554.2,42553.8,33732.0,72204.6,42553.8,36672.6,7.27,5.12,2.97,-5.35,6.82,15.39,23.95,23.95,-5.06,-5.06,-5.06,3.22
张家港市,82228.2,34492.2,29484.6,85840.1,39741.4,36996.0,83527.95,42486.8,36996.0,81215.8,45232.2,36996.0,74449.4,45232.2,39741.4,4.39,1.58,-1.23,-9.46,15.22,23.18,31.14,31.14,25.48,25.48,25.48,34.79
昆山市,125925.6,49679.6,43608.0,143763.1,59547.0,52715.4,142434.45,66378.6,52715.4,141105.8,73210.2,52715.4,134561.4,73210.2,59547.0,14.17,13.11,12.05,6.86,19.86,33.61,47.36,47.36,20.88,20.88,20.88,36.55
太仓市,41515.2,17447.4,15399.0,44457.3,19995.6,18471.6,43642.35,21519.6,18471.6,42827.4,23043.6,18471.6,39557.2,23043.6,19995.6,7.09,5.12,3.16,-4.72,14.61,23.34,32.07,32.07,19.95,19.95,19.95,29.85
崇川区,40620.6,21973.4,29117.4,42613.6,19674.0,18401.4,41701.2,20946.6,18401.4,40788.8,22219.2,18401.4,37374.4,22219.2,19674.0,4.91,2.66,0.41,-7.99,-10.46,-4.67,1.12,1.12,-36.8,-36.8,-36.8,-32.43
港闸区,20610.0,9813.4,11725.8,23377.9,9822.4,8857.2,23314.05,10787.6,8857.2,23250.2,11752.8,8857.2,22097.6,11752.8,9822.4,13.43,13.12,12.81,7.22,0.09,9.93,19.76,19.76,-24.46,-24.46,-24.46,-16.23
通州区,57477.6,24942.2,21436.2,59404.7,28057.6,26695.2,58324.65,29420.0,26695.2,57244.6,30782.4,26695.2,53544.8,30782.4,28057.6,3.35,1.47,-0.41,-6.84,12.49,17.95,23.41,23.41,24.53,24.53,24.53,30.89
如东县,30390.0,13882.4,11484.0,29868.7,15157.2,15081.6,29494.65,15232.8,15081.6,29120.6,15308.4,15081.6,27786.8,15308.4,15157.2,-1.72,-2.95,-4.18,-8.57,9.18,9.73,10.27,10.27,31.33,31.33,31.33,31.99
南通经济技术开发区,17267.4,8645.8,11657.4,19956.7,8135.8,7140.0,19807.65,9131.6,7140.0,19658.6,10127.4,7140.0,18406.8,10127.4,8135.8,15.57,14.71,13.85,6.6,-5.9,5.62,17.14,17.14,-38.75,-38.75,-38.75,-30.21
启东市,38958.6,17948.8,15718.8,37577.4,19340.8,19063.8,36471.3,19617.8,19063.8,35365.2,19894.8,19063.8,33124.6,19894.8,19340.8,-3.55,-6.38,-9.22,-14.97,7.76,9.3,10.84,10.84,21.28,21.28,21.28,23.04
如皋市,63543.0,28682.0,24578.4,63515.1,31425.6,30733.8,62463.45,32117.4,30733.8,61411.8,32809.2,30733.8,57155.4,32809.2,31425.6,-0.04,-1.7,-3.35,-10.05,9.57,11.98,14.39,14.39,25.04,25.04,25.04,27.86
海门市,46467.6,21568.8,19278.0,44725.7,23060.6,22714.2,43335.15,23407.0,22714.2,41944.6,23753.4,22714.2,38655.8,23753.4,23060.6,-3.75,-6.74,-9.73,-16.81,6.92,8.52,10.13,10.13,17.82,17.82,17.82,19.62
海安市,34209.6,15808.8,15694.8,35857.9,16691.8,15865.8,35443.05,17517.8,15865.8,35028.2,18343.8,15865.8,32883.6,18343.8,16691.8,4.82,3.61,2.39,-3.88,5.59,10.81,16.04,16.04,1.09,1.09,1.09,6.35
连云区,12217.8,4825.2,3110.4,12805.6,5966.8,5682.6,12673.2,6251.0,5682.6,12540.8,6535.2,5682.6,11722.4,6535.2,5966.8,4.81,3.73,2.64,-4.05,23.66,29.55,35.44,35.44,82.7,82.7,82.7,91.83
海州区,59305.2,24598.8,16909.2,58363.8,29249.6,28443.6,56684.1,30055.6,28443.6,55004.4,30861.6,28443.6,50724.2,30861.6,29249.6,-1.59,-4.42,-7.25,-14.47,18.91,22.18,25.46,25.46,68.21,68.21,68.21,72.98
赣榆区,100767.6,44120.0,28368.0,89819.8,50921.2,51996.0,85958.1,49846.4,51996.0,82096.4,48771.6,51996.0,74622.2,48771.6,50921.2,-10.86,-14.7,-18.53,-25.95,15.42,12.98,10.54,10.54,83.29,83.29,83.29,79.5
东海县,116448.6,50971.2,31240.8,100681.1,59095.0,60836.4,95409.45,57353.6,60836.4,90137.8,55612.2,60836.4,80896.4,55612.2,59095.0,-13.54,-18.07,-22.59,-30.53,15.94,12.52,9.11,9.11,94.73,94.73,94.73,89.16
灌云县,69827.4,31952.4,21038.4,58975.0,35745.6,37409.4,56044.5,34081.8,37409.4,53114.0,32418.0,37409.4,48175.0,32418.0,35745.6,-15.54,-19.74,-23.94,-31.01,11.87,6.66,1.46,1.46,77.81,77.81,77.81,69.91
灌南县,63743.4,28903.0,18817.8,52704.4,32563.0,33945.6,49258.8,31180.4,33945.6,45813.2,29797.8,33945.6,40345.6,29797.8,32563.0,-17.32,-22.72,-28.13,-36.71,12.66,7.88,3.1,3.1,80.39,80.39,80.39,73.04
连云港经济技术开发区,5912.4,3056.4,3560.4,6092.0,2905.6,2804.4,6030.0,3006.8,2804.4,5968.0,3108.0,2804.4,5633.0,3108.0,2905.6,3.04,1.99,0.94,-4.73,-4.93,-1.62,1.69,1.69,-21.23,-21.23,-21.23,-18.39
连云港高新技术产业开发区,10002.0,8475.8,17110.2,12286.2,4720.2,4158.6,12585.9,5281.8,4158.6,12885.6,5843.4,4158.6,12601.8,5843.4,4720.2,22.84,25.83,28.83,25.99,-44.31,-37.68,-31.06,-31.06,-75.7,-75.7,-75.7,-72.41
淮安区,57607.2,26358.2,20772.6,52575.1,28919.4,29151.0,50406.45,28687.8,29151.0,48237.8,28456.2,29151.0,43797.4,28456.2,28919.4,-8.74,-12.5,-16.26,-23.97,9.72,8.84,7.96,7.96,40.33,40.33,40.33,39.22
淮阴区,60839.4,28790.6,24075.0,54689.0,30662.6,31148.4,52342.5,30176.8,31148.4,49996.0,29691.0,31148.4,45768.0,29691.0,30662.6,-10.11,-13.97,-17.82,-24.77,6.5,4.81,3.13,3.13,29.38,29.38,29.38,27.36
清江浦区,43428.0,18486.8,16036.8,45145.6,21046.6,19711.8,44002.2,22381.4,19711.8,42858.8,23716.2,19711.8,39469.4,23716.2,21046.6,3.96,1.32,-1.31,-9.12,13.85,21.07,28.29,28.29,22.92,22.92,22.92,31.24
洪泽区,16725.0,7937.6,6709.2,15375.6,8425.6,8551.8,14890.2,8299.4,8551.8,14404.8,8173.2,8551.8,13283.4,8173.2,8425.6,-8.07,-10.97,-13.87,-20.58,6.15,4.56,2.97,2.97,27.46,27.46,27.46,25.58
涟水县,75442.2,35362.2,27263.4,66446.3,38284.6,39411.6,63638.85,37157.6,39411.6,60831.4,36030.6,39411.6,54721.2,36030.6,38284.6,-11.92,-15.65,-19.37,-27.47,8.26,5.08,1.89,1.89,44.56,44.56,44.56,40.42
盱眙县,50400.6,23251.8,14586.6,42204.6,25995.0,27584.4,40490.7,24405.6,27584.4,38776.8,22816.2,27584.4,35220.4,22816.2,25995.0,-16.26,-19.66,-23.06,-30.12,11.8,4.96,-1.87,-1.87,89.11,89.11,89.11,78.21
金湖县,13285.2,5411.6,4095.6,14367.8,6451.6,6069.6,14336.1,6833.6,6069.6,14304.4,7215.6,6069.6,13591.2,7215.6,6451.6,8.15,7.91,7.67,2.3,19.22,26.28,33.34,33.34,48.2,48.2,48.2,57.53
淮安经济技术开发区,34002.0,15791.8,18040.2,37254.7,16223.2,14667.6,36547.65,17778.8,14667.6,35840.6,19334.4,14667.6,32969.8,19334.4,16223.2,9.57,7.49,5.41,-3.04,2.73,12.58,22.43,22.43,-18.69,-18.69,-18.69,-10.07
亭湖区,49126.8,25940.0,28998.0,46453.4,24512.6,24411.0,44964.3,24614.2,24411.0,43475.2,24715.8,24411.0,39842.6,24715.8,24512.6,-5.44,-8.47,-11.5,-18.9,-5.5,-5.11,-4.72,-4.72,-15.82,-15.82,-15.82,-15.47
盐都区,56281.2,25939.2,24415.2,56265.0,27660.8,26701.2,54817.5,28620.4,26701.2,53370.0,29580.0,26701.2,49296.0,29580.0,27660.8,-0.03,-2.6,-5.17,-12.41,6.64,10.34,14.04,14.04,9.36,9.36,9.36,13.29
大丰区,26965.8,12370.6,10701.0,26510.2,13390.4,13205.4,26004.9,13575.4,13205.4,25499.6,13760.4,13205.4,23789.8,13760.4,13390.4,-1.69,-3.56,-5.44,-11.78,8.24,9.74,11.23,11.23,23.4,23.4,23.4,25.13
响水县,44809.2,20450.6,12701.4,37162.0,23044.8,24325.2,35259.0,21764.4,24325.2,33356.0,20484.0,24325.2,29632.0,20484.0,23044.8,-17.07,-21.31,-25.56,-33.87,12.69,6.42,0.16,0.16,91.52,91.52,91.52,81.44
滨海县,78475.2,37000.8,22089.6,60764.4,40977.2,44456.4,57127.8,37498.0,44456.4,53491.2,34018.8,44456.4,47519.6,34018.8,40977.2,-22.57,-27.2,-31.84,-39.45,10.75,1.34,-8.06,-8.06,101.25,101.25,101.25,85.5
阜宁县,66775.2,29286.4,18069.6,57280.2,33890.0,34894.8,54039.9,32885.2,34894.8,50799.6,31880.4,34894.8,44737.8,31880.4,33890.0,-14.22,-19.07,-23.92,-33.0,15.72,12.29,8.86,8.86,93.11,93.11,93.11,87.55
射阳县,47538.0,21924.8,14728.8,40691.1,24353.6,25522.8,39021.45,23184.4,25522.8,37351.8,22015.2,25522.8,33580.4,22015.2,24353.6,-14.4,-17.92,-21.43,-29.36,11.08,5.75,0.41,0.41,73.28,73.28,73.28,65.35
建湖县,36683.4,17422.0,13852.8,32258.4,18630.0,19206.6,30910.8,18053.4,19206.6,29563.2,17476.8,19206.6,26560.6,17476.8,18630.0,-12.06,-15.74,-19.41,-27.6,6.93,3.62,0.31,0.31,38.65,38.65,38.65,34.49
盐城经济技术开发区,5476.8,2880.2,3652.2,5868.3,2657.0,2494.2,5819.85,2819.8,2494.2,5771.4,2982.6,2494.2,5356.2,2982.6,2657.0,7.15,6.26,5.38,-2.2,-7.75,-2.1,3.56,3.56,-31.71,-31.71,-31.71,-27.25
东台市,37055.4,17309.8,16817.4,36614.7,18203.8,17556.0,35422.65,18851.6,17556.0,34230.6,19499.4,17556.0,31695.8,19499.4,18203.8,-1.19,-4.41,-7.62,-14.46,5.16,8.91,12.65,12.65,4.39,4.39,4.39,8.24
广陵区,29241.6,14402.0,15724.8,29634.0,14327.4,13740.6,28950.0,14914.2,13740.6,28266.0,15501.0,13740.6,26190.0,15501.0,14327.4,1.34,-1.0,-3.34,-10.44,-0.52,3.56,7.63,7.63,-12.62,-12.62,-12.62,-8.89
邗江区,46445.4,26539.6,37994.4,49715.6,22419.2,20812.2,48940.2,24026.2,20812.2,48164.8,25633.2,20812.2,44780.4,25633.2,22419.2,7.04,5.37,3.7,-3.58,-15.53,-9.47,-3.42,-3.42,-45.22,-45.22,-45.22,-40.99
江都区,40969.2,19340.2,17739.0,40078.2,20370.0,20140.8,39288.9,20599.2,20140.8,38499.6,20828.4,20140.8,35667.8,20828.4,20370.0,-2.17,-4.1,-6.03,-12.94,5.32,6.51,7.69,7.69,13.54,13.54,13.54,14.83
宝应县,35425.2,17189.6,15501.6,33278.3,17819.6,18033.6,32525.85,17605.6,18033.6,31773.4,17391.6,18033.6,29397.2,17391.6,17819.6,-6.06,-8.18,-10.31,-17.02,3.67,2.42,1.18,1.18,16.33,16.33,16.33,14.95
扬州经济技术开发区,12120.0,7195.0,10360.2,12857.3,5910.8,5612.4,12778.35,6209.2,5612.4,12699.4,6507.6,5612.4,12031.2,6507.6,5910.8,6.08,5.43,4.78,-0.73,-17.85,-13.7,-9.55,-9.55,-45.83,-45.83,-45.83,-42.95
仪征市,24537.6,11124.2,10158.6,26067.8,12048.2,11607.0,26171.1,12489.4,11607.0,26274.4,12930.6,11607.0,24782.2,12930.6,12048.2,6.24,6.66,7.08,1.0,8.31,12.27,16.24,16.24,14.26,14.26,14.26,18.6
高邮市,29370.0,13576.8,13003.2,30811.2,14411.2,13863.6,30710.4,14958.8,13863.6,30609.6,15506.4,13863.6,29154.8,15506.4,14411.2,4.91,4.56,4.22,-0.73,6.15,10.18,14.21,14.21,6.62,6.62,6.62,10.83
京口区,16606.8,9157.4,12042.6,17066.5,8107.2,7714.8,16707.75,8499.6,7714.8,16349.0,8892.0,7714.8,15144.0,8892.0,8107.2,2.77,0.61,-1.55,-8.81,-11.47,-7.18,-2.9,-2.9,-35.94,-35.94,-35.94,-32.68
润州区,14385.0,6519.2,5877.6,14947.0,7075.0,6840.0,14875.5,7310.0,6840.0,14804.0,7545.0,6840.0,14092.0,7545.0,7075.0,3.91,3.41,2.91,-2.04,8.53,12.13,15.74,15.74,16.37,16.37,16.37,20.37
丹徒区,15240.0,8610.0,11419.2,15745.3,7481.8,7205.4,15583.35,7758.2,7205.4,15421.4,8034.6,7205.4,14681.2,8034.6,7481.8,3.32,2.25,1.19,-3.67,-13.1,-9.89,-6.68,-6.68,-36.9,-36.9,-36.9,-34.48
镇江新区,14355.0,6204.0,4957.2,14674.3,7060.8,6827.4,14483.85,7294.2,6827.4,14293.4,7527.6,6827.4,13420.2,7527.6,7060.8,2.22,0.9,-0.43,-6.51,13.81,17.57,21.33,21.33,37.73,37.73,37.73,42.44
丹阳市,50982.6,23081.2,20685.6,51159.3,25087.2,24279.0,50035.35,25895.4,24279.0,48911.4,26703.6,24279.0,45480.2,26703.6,25087.2,0.35,-1.86,-4.06,-10.79,8.69,12.19,15.69,15.69,17.37,17.37,17.37,21.28
扬中市,15624.6,6551.0,5547.0,16501.3,7559.2,7053.0,16180.35,8065.4,7053.0,15859.4,8571.6,7053.0,14669.2,8571.6,7559.2,5.61,3.56,1.5,-6.11,15.39,23.12,30.84,30.84,27.15,27.15,27.15,36.28
句容市,28688.4,13113.4,13390.2,32112.7,13887.8,12975.0,32455.65,14800.6,12975.0,32798.6,15713.4,12975.0,32040.8,15713.4,13887.8,11.94,13.13,14.33,11.69,5.91,12.87,19.83,19.83,-3.1,-3.1,-3.1,3.72
海陵区,29462.4,15357.2,19695.6,31225.2,14216.8,13188.0,30563.4,15245.6,13188.0,29901.6,16274.4,13188.0,27704.8,16274.4,14216.8,5.98,3.74,1.49,-5.97,-7.43,-0.73,5.97,5.97,-33.04,-33.04,-33.04,-27.82
高港区,12973.8,5611.4,4999.8,14248.3,6297.0,5917.2,14315.85,6676.8,5917.2,14383.4,7056.6,5917.2,13796.2,7056.6,6297.0,9.82,10.34,10.86,6.34,12.22,18.99,25.75,25.75,18.35,18.35,18.35,25.95
姜堰区,32359.2,15769.4,14620.2,30518.6,16234.4,16344.0,29762.7,16124.8,16344.0,29006.8,16015.2,16344.0,26917.4,16015.2,16234.4,-5.69,-8.02,-10.36,-16.82,2.95,2.25,1.56,1.56,11.79,11.79,11.79,11.04
泰州医药高新技术产业开发区,12179.4,5753.2,7110.0,14338.8,5751.4,5074.8,14403.6,6428.0,5074.8,14468.4,7104.6,5074.8,13849.2,7104.6,5751.4,17.73,18.26,18.79,13.71,-0.03,11.73,23.49,23.49,-28.62,-28.62,-28.62,-19.11
兴化市,68352.0,29953.8,18984.6,61787.8,34596.8,35438.4,59768.1,33755.2,35438.4,57748.4,32913.6,35438.4,52641.2,32913.6,34596.8,-9.6,-12.56,-15.51,-22.99,15.5,12.69,9.88,9.88,86.67,86.67,86.67,82.24
靖江市,29304.6,13539.8,12601.8,29929.4,14437.8,14008.8,29598.3,14866.8,14008.8,29267.2,15295.8,14008.8,27460.6,15295.8,14437.8,2.13,1.0,-0.13,-6.29,6.63,9.8,12.97,12.97,11.17,11.17,11.17,14.57
